异质性维度,核心变量,核心变量系数,核心变量P值,交乘项(gfi_std×高能源消耗),交乘项P值,结论,R²,观测值数量
能源依赖度异质性,gfi_std,-0.1673,0.392,-0.1919,0.1405,高能源消耗地区效应更强,0.2835,750
