变量,直接效应,直接效应标准误,直接效应p值,直接效应显著性,间接效应,间接效应标准误,间接效应p值,间接效应显著性,总效应,总效应标准误,总效应p值,总效应显著性
gfi_std,0.194019,3.834379,0.9596,,-0.182004,0.064033,0.0045,**,0.012014,3.835692,0.9975,
