变量,直接效应,直接效应标准误,直接效应p值,直接效应显著性,间接效应,间接效应标准误,间接效应p值,间接效应显著性,总效应,总效应标准误,总效应p值,总效应显著性
gfi_std,-0.193267,0.072298,0.0075,**,0.18196,0.061799,0.0032,**,-0.011306,0.031766,0.7219,
