变量,直接效应,直接效应标准误,直接效应p值,直接效应显著性,间接效应,间接效应标准误,间接效应p值,间接效应显著性,总效应,总效应标准误,总效应p值,总效应显著性
gfi_std,-0.22848,0.760554,0.7639,,0.190704,0.060683,0.0017,**,-0.037776,0.759337,0.9603,
