变量,直接效应,直接效应标准误,直接效应p值,直接效应显著性,间接效应,间接效应标准误,间接效应p值,间接效应显著性,总效应,总效应标准误,总效应p值,总效应显著性
gfi_std,0.356604,1.795214,0.8425,,-0.201259,0.063739,0.0016,**,0.155346,1.792564,0.9309,
