变量,直接效应,直接效应标准误,直接效应p值,直接效应显著性,间接效应,间接效应标准误,间接效应p值,间接效应显著性,总效应,总效应标准误,总效应p值,总效应显著性
gfi_std,0.208779,0.28499,0.4638,,-0.191028,0.10831,0.0778,†,0.017751,0.265372,0.9467,
