sim_coef,sim_pval
-0.03662975778335008,0.31322754497330063
0.0016418234852158783,0.9699430940131211
0.038199796181304445,0.3613726891175435
-0.05782579821510539,0.17184967963685027
0.026056027710106445,0.5183486228398566
-0.08539856865049016,0.09763410938195904
0.02170381954246179,0.6007857448943854
-0.03969271091646396,0.40377361681868695
0.1451570033644074,0.00963542031573894
0.040239993403263556,0.483740021746196
-0.04926398162905248,0.3005278569826191
0.14120452871852407,0.005805719575545432
0.019266882759937192,0.7420425090586464
0.031372597480227714,0.4060309139420748
0.03810811411217333,0.3501057618610419
-0.06292276076125528,0.14334556214544603
-0.008541652474970903,0.8561091017020963
-0.10919346637224545,0.07076410265189037
-0.04869036003117759,0.30147183156147395
0.005500543578546261,0.9018438587781918
0.07297665112043783,0.15575475775986658
-0.05511516824858942,0.22750050868742244
0.029324692495038406,0.5677207936848947
0.16075895558394684,0.0061968868591679716
0.010855499212488821,0.8394381230036732
-0.07502090401335061,0.09336752521719616
-0.005659739787582496,0.8848410809065987
-0.06026233246504596,0.11832061802449334
-0.007076177158004351,0.8664944848767626
0.02309637672231749,0.6221634761914743
-0.09761112289275789,0.03897820989221845
-0.0071395103825045115,0.8876957066491418
-0.11847412327991891,0.05466633183555758
-0.056844437752354406,0.11463846560935798
-0.017645232588997705,0.7466311261081415
-0.04850464573041692,0.2877402349914606
0.012658274480660344,0.7730022568925665
-0.059722382841265666,0.17355421877874977
0.018726834246621908,0.7026049451590961
-0.09229653696274198,0.0806972301902158
-0.01386923638230485,0.7299194351031364
0.04285770085186052,0.5089843191049868
0.043710997311496684,0.2970538131757494
-0.026681472941141,0.6224426248435497
0.16075895558394684,0.0061968868591679716
0.00704402144370212,0.8456249796586739
0.05440623868934271,0.22954189495838406
0.046591273823749474,0.26414125012635203
-0.04919742397222024,0.3081859567926164
-0.047562848312242334,0.36734515429756875
-0.048583047707477796,0.2059593590451887
-0.056250238031432545,0.22801647978605333
0.05148988576580543,0.21083722164430307
9.226613527354475e-05,0.9986174414864801
-0.01684691744265332,0.6909959365332072
0.09713003594718955,0.11352400217215619
0.02624211557129545,0.551356078961549
0.029334073133339928,0.5229568035975798
-0.000470893499647078,0.9907451847741469
0.12200704984368417,0.05000961829504136
0.048228316630182705,0.24474473582050327
0.025010142938402896,0.5562683923369134
-0.08586200470057274,0.0452108948121035
0.0031756296855951884,0.9381609767114645
-0.0016286502760503505,0.9692505182808449
-0.1014771621075458,0.05621394200397889
0.07113249811726302,0.15175175054275858
-0.03337091330822416,0.48647170970395526
0.044190884999812094,0.45455633973323684
-0.05799864254580513,0.23153993528908612
0.011085780728778832,0.8134623882990462
-0.0033999234215048636,0.9366541593982838
0.01935442614554153,0.6788032801624349
-0.046325746742087406,0.23503080391032505
-0.060738957423742905,0.2299301879433462
-0.06679532302868027,0.1642942102637801
0.16075895558394684,0.0061968868591679716
0.035758206610706125,0.4169646549541799
-0.03310114669822205,0.48376468309723863
-0.024649037497252894,0.5890055881994187
-0.060807454944277785,0.18400131344233195
-0.044871706213493096,0.3357851717774043
0.04614196239845812,0.353972800613219
0.06470846084662107,0.13557348114875145
-0.019026835761564657,0.6348248545214172
0.10180996552799564,0.07792733167855359
0.14120452871852407,0.005805719575545432
0.0007709087008384393,0.9872546637472344
0.04550770404767745,0.31527713334014607
0.06621774908305701,0.17487344599831744
-0.03146593326258705,0.458503184910112
0.026958769201223337,0.561127647582381
-0.03309479241851753,0.4537787064233827
0.016795235495068294,0.6971536751559599
0.03314649872705871,0.4509488993105417
0.008440929375636144,0.8717673039494882
0.062484236695842875,0.15914071544135133
0.046591273823749474,0.26414125012635203
-0.0010550207362691486,0.9789975502974706
0.028662011258591732,0.5695642822961178
-0.09702006205414149,0.03845319231245181
-0.07409367071250744,0.14971174584010383
-0.006096191249466036,0.8857737666786274
-0.07311644324881557,0.08867971973340616
0.0797226784956249,0.13607998087617723
0.09723600956014994,0.0928121472009118
0.051935892459137614,0.22981645148223095
-0.048450924277925904,0.2741248547327544
0.1065386606664513,0.05564223226776166
-0.010452580006864965,0.8302426693803415
0.008256193090530802,0.8609820902067236
-0.0666690819589441,0.23567982583390523
0.052566846228369886,0.2832526507430775
0.09674510183916502,0.032266193517223485
-0.008523405489022773,0.8665179086974684
-0.019134072140796154,0.6816971904901807
-0.01139821173609785,0.8012367111088539
0.09108582420159864,0.054539295872816584
0.013820309379675107,0.7248564606847161
