年份,省份,绿色金融综合指数,绿色信贷,绿色投资,绿色保险,绿色债券,绿色支持,绿色基金,绿色权益,能源消费总量,年末常住人口,地区生产总值,人均能源消耗,能源强度,CO2排放量,碳排放强度,第一产业增加值,第二产业增加值,第三产业增加值,人均地区生产总值,Post_green,Treat_green,绿色金融试点DID,全国均值,减排效率,能源消费总量.1,煤炭消费量,焦炭消费量,原油消费量,汽油消费量,煤油消费量,柴油消费量,燃料油消费量,天然气消费量,电力消费量,Post_carbon,Treat_carbon,碳排放交易DID,产业结构高级化,能源利用效率,绿色信贷规模,indus_2,carbon_trading,environmental_tax,gfi_std,ln_pop
2022,青海省,0.07938572,0.018442,0.004286,0.008395,0.002908,0.002853,0.018285,0.009738,4802.8,595.0,3610.1,8.07193277310924,1.33037865987092,82214112.44,-2.27733615246115,4270.4,8819.3,13096.3,51936,1,0,0,1.27047633725244,0.0,4798.03999778505,1723.87,245.6,152.44,76.5,0.59,172.87,0.19,44.67,930.54,1,0,0,1.4849591237399795,0.7516656950112434,5.108445749425224e-06,2.442951718788953,0,1,-1.1870127819015224,6.38856140554563
2023,青海省,0.15488931,0.021595,0.007607,0.0119,0.006708,0.007002,0.021547,0.013621,5036.87,594.0,3799.1,8.47957912457912,1.32580611197389,85037859.92,-2.23836855886921,4468.2,8924.1,13810.1,54005,1,0,0,1.2756783895882,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.547506191100503,0.7542581007649591,5.6842410044484224e-06,2.349003711405333,0,1,-0.684041481117619,6.386879319362645
2024,青海省,0.19030883,0.022711,0.008731,0.013124,0.008688,0.009357,0.022531,0.015567,5163.91,593.0,3950.8,8.70811129848229,1.30705426749013,88102436.97,-2.22998979877493,4751.5,9301.0,14596.9,57071,1,0,0,1.21200651315194,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.5693903881303086,0.7650791745014921,5.748456008909587e-06,2.354206742938139,0,1,-0.44809240839748105,6.385194398997726
2000,黑龙江省,0.18414008,0.030745,0.007925,0.013383,0.00445,0.004987,0.036209,0.019945,6166.0,3807.0,3253.0,1.61964801681114,1.89548109437442,104631228.7,-3.21645338764218,631.0,3287.1,2246.7,13467,0,0,0,4.53658228674969,0.290996352686757,6166.15,5815.15,72.83,1601.27,244.04,8.74,409.71,135.38,23.04,442.28,0,0,0,0.68349000638861,0.5275705481673695,9.451275745465725e-06,1.0104826314171533,0,0,-0.4891858744394362,8.244596756382498
2001,黑龙江省,0.20015734,0.038943,0.010002,0.017587,0.0063,0.005054,0.031511,0.016376,6037.0,3811.0,3390.13,1.58409866176856,1.78075767005985,107718689.8,-3.17742062398787,659.8,3590.1,2677.9,14726,0,0,0,4.16809156222866,0.237679744662588,6037.0,5537.0,90.44,1615.5,269.84,7.91,391.02,88.74,22.03,468.13,0,0,0,0.7459123701289658,0.5615587212191486,1.1487170108520911e-05,1.0589859385923253,0,0,-0.3824860195425502,8.24564690087386
2002,黑龙江省,0.21091106,0.037667,0.009433,0.017179,0.006093,0.004963,0.037933,0.018977,6004.0,3813.0,3637.2,1.57461316548649,1.65072033432311,115810325.4,-3.18405161662818,685.2,4112.9,3242.6,16918,0,0,0,4.06804884448575,0.217302510773889,6004.0,5543.0,79.77,1586.16,258.57,10.61,403.39,76.77,20.22,463.02,0,0,0,0.7883974810960637,0.6057961359093937,1.035604311008468e-05,1.1307874188936544,0,0,-0.31084952468626736,8.246171559857563
2003,黑龙江省,0.21522489,0.039545,0.0098,0.017645,0.005469,0.006631,0.036604,0.017555,6714.0,3815.0,4057.4,1.75989515072084,1.65475427613743,125977128.0,-3.10487326859565,717.9,5126.3,3909.3,20249,0,0,0,4.08414499624993,0.239773986612486,6713.52,6490.46,105.99,1619.14,310.17,7.06,419.58,63.32,20.96,503.63,0,0,0,0.7625968047129509,0.6043193327375633,9.746389313353378e-06,1.2634445704145512,0,0,-0.28211270983467396,8.246695943718557
2004,黑龙江省,0.22077786,0.039883,0.010444,0.018106,0.005306,0.006028,0.03828,0.019011,7466.0,3816.8,4750.6,1.95608887025781,1.57159095693176,135016521.4,-2.84209408074769,803.8,6160.4,4517.9,23476,0,0,0,3.89549779892895,0.27041568820059,7465.67,7347.39,97.34,1616.07,321.58,8.94,460.4,47.68,20.34,541.65,0,0,0,0.7333777027465749,0.6362978837396197,8.395360586031239e-06,1.2967625142087313,0,0,-0.24512129599443158,8.247167654201897
2005,黑龙江省,0.23379563,0.039522,0.009908,0.017688,0.005359,0.006567,0.042308,0.021718,8050.0,3819.95,5513.7,2.10735742614432,1.45999963726717,143037975.9,-2.59422848359541,881.5,6953.7,5193.2,26277,0,0,0,3.71995059106252,0.302617489106374,8026.2,8559.73,142.06,1785.01,312.19,7.28,473.05,39.89,24.43,555.85,0,0,0,0.7468254310654759,0.6849316770186336,7.1679634365308234e-06,1.2611676369769846,0,0,-0.1584027080411213,8.247992612509723
2006,黑龙江省,0.26452867,0.045176,0.010694,0.020423,0.006751,0.007308,0.044475,0.023159,8731.0,3823.01,6211.8,2.28380255348534,1.40555072603754,148457228.0,-2.38992285649892,913.2,8295.7,6093.9,30415,0,0,0,3.57740717995078,0.331939939659929,8727.5,9025.04,210.7,1850.06,345.32,10.25,477.83,44.34,24.53,596.86,0,0,0,0.7345853876104487,0.711464895201008,7.272610193502688e-06,1.3354744196529187,0,0,0.04632712143908937,8.248793349439788
2007,黑龙江省,0.2610223,0.045032,0.010504,0.020179,0.006537,0.007812,0.046729,0.02027,9377.0,3824.03,7104.0,2.45212511408122,1.31996058558559,156486072.1,-2.20278817708333,969.3,10122.7,7547.9,36454,0,0,0,3.23986794305777,0.320099394235077,9374.49,9852.64,226.92,1886.02,376.01,3.85,497.81,47.19,30.7,642.94,0,0,0,0.7456409851126675,0.7575983790124773,6.338963963963965e-06,1.4249296171171173,0,0,0.02296924560921594,8.249060119328803
2008,黑龙江省,0.25557237,0.042577,0.010598,0.019167,0.006454,0.006357,0.048084,0.022123,9979.0,3825.04,8314.37,2.60886160667601,1.2002112006081,159109128.9,-1.91366428123839,1073.3,11512.7,8698.6,41061,0,0,0,2.71728515287532,0.295744033630983,9979.0,11204.0,227.3,1735.97,278.97,0.51,440.54,69.86,31.47,697.1,0,0,0,0.7555655927801471,0.8331866920533121,5.120893104348254e-06,1.384674966353434,0,0,-0.013335761626615015,8.249324203722297
