年份,省份,绿色金融综合指数,绿色信贷,绿色投资,绿色保险,绿色债券,绿色支持,绿色基金,绿色权益,x_绿色信贷,x_绿色投资,x_绿色保险,x_绿色债券,x_绿色支持,x_绿色基金,x_绿色权益,绿色信贷_sum,y_绿色信贷,绿色投资_sum,y_绿色投资,绿色保险_sum,y_绿色保险,绿色债券_sum,y_绿色债券,绿色支持_sum,y_绿色支持,绿色基金_sum,y_绿色基金,绿色权益_sum,y_绿色权益,n,y_lny_绿色信贷,y_lny_绿色投资,y_lny_绿色保险,y_lny_绿色债券,y_lny_绿色支持,y_lny_绿色基金,y_lny_绿色权益,y_lny_绿色信贷_sum,y_lny_绿色投资_sum,y_lny_绿色保险_sum,y_lny_绿色债券_sum,y_lny_绿色支持_sum,y_lny_绿色基金_sum,y_lny_绿色权益_sum,E_绿色信贷,E_绿色投资,E_绿色保险,E_绿色债券,E_绿色支持,E_绿色基金,E_绿色权益,d_绿色信贷,d_绿色投资,d_绿色保险,d_绿色债券,d_绿色支持,d_绿色基金,d_绿色权益,d_sum,W_绿色信贷,W_绿色投资,W_绿色保险,W_绿色债券,W_绿色支持,W_绿色基金,W_绿色权益,Score_绿色信贷,Score_绿色投资,Score_绿色保险,Score_绿色债券,Score_绿色支持,Score_绿色基金,Score_绿色权益,能源消费总量,年末常住人口,地区生产总值,人均能源消耗,能源强度,CO2排放量,碳排放强度,第一产业增加值,第二产业增加值,第三产业增加值,人均地区生产总值,Post,Treat,DID,全国均值,减排效率,能源消费总量.1,煤炭消费量,焦炭消费量,原油消费量,汽油消费量,煤油消费量,柴油消费量,燃料油消费量,天然气消费量,电力消费量,rel_year,产业结构高级化,能源利用效率,绿色信贷规模,carbon_trading,environmental_tax,gfi_std,ln_GDP,ln_pop
2002,辽宁省,0.20766888,0.038642,0.009544,0.016763,0.005932,0.006404,0.035498,0.016189,0.25154557,0.18514956,0.21472138,0.14685093,0.16057262,0.30559558,0.2198611,217.69486,0.0011555,169.97573,0.00108927,197.11803,0.0010893,134.47093,0.00109206,134.86767,0.00119059,294.9318,0.00103616,243.86163,0.00090158,775,-0.00781488,-0.00743127,-0.00743147,-0.00744754,-0.00801663,-0.00712071,-0.00632131,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.03110706,0.02609296,0.02688852,0.02338839,0.02819921,0.04086684,0.0311259,10602.0,4203.0,5458.22,2.52248394004283,1.94239147560926,186465904.9,3.41624018269692,707.0,1704.4,1801.4,7437,0,0,0,4.06804884448575,-0.16022636077056,10602.0,9355.0,1046.88,4218.81,236.1,20.27,273.24,237.58,18.81,859.2,-15,1.0569115231166393,0.5148292774948123,7.079597377899755e-06,0,0,-0.3324474843591195,8.604878008261004,8.343553835005117
2003,辽宁省,0.21435373,0.036716,0.009591,0.016415,0.005462,0.005249,0.040547,0.020111,0.23643608,0.18625348,0.20937706,0.13295286,0.12556978,0.36183519,0.28983839,217.69486,0.00108609,169.97573,0.00109577,197.11803,0.00106219,134.47093,0.00098871,134.86767,0.00093106,294.9318,0.00122684,243.86163,0.00118854,775,-0.00741275,-0.00746907,-0.00727327,-0.006841,-0.00649804,-0.00822391,-0.00800483,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.02923857,0.02624854,0.02621928,0.0211749,0.02205213,0.04838768,0.04103264,11253.0,4210.0,6002.54,2.6729216152019,1.87470637430155,205655396.1,3.42613953592979,798.4,1949.8,2009.3,8378,0,0,0,4.08414499624993,-0.161112169358415,11253.34,10453.84,1131.02,4560.41,227.94,18.42,267.7,192.54,18.82,886.88,-14,1.0305159503538825,0.5334168666133475,6.116743911744028e-06,0,0,-0.2879159898958063,8.699937991963251,8.345217926676428
2004,辽宁省,0.25517716,0.043586,0.011076,0.020067,0.006604,0.005838,0.043126,0.024,0.29032178,0.22136815,0.26551334,0.16672534,0.14343269,0.39056033,0.35923247,217.69486,0.00133362,169.97573,0.00130235,197.11803,0.00134698,134.47093,0.00123986,134.86767,0.00106351,294.9318,0.00132424,243.86163,0.0014731,775,-0.00882836,-0.00865228,-0.00890337,-0.00829809,-0.00728096,-0.00877562,-0.00960518,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.03590227,0.03119721,0.03324895,0.02655371,0.02518915,0.05222904,0.05085682,13074.0,4217.0,6672.0,3.10030827602561,1.95953237410072,224169708.1,3.35985773531175,1008.9,2273.5,2264.4,9746,0,0,0,3.89549779892895,-0.137502340205267,13074.15,11944.98,821.02,5216.67,229.18,21.53,321.68,193.29,15.81,1058.1,-13,0.995997360897295,0.510325837540156,6.532673860911271e-06,0,0,-0.015968474690759328,8.805674944038582,8.34687925374656
2005,辽宁省,0.24432896,0.04549,0.011666,0.020775,0.006732,0.006318,0.038642,0.019054,0.30525569,0.23531296,0.27638301,0.17049435,0.15795797,0.34061877,0.27098035,217.69486,0.00140222,169.97573,0.00138439,197.11803,0.00140212,134.47093,0.00126789,134.86767,0.00117121,294.9318,0.00115491,243.86163,0.00111121,775,-0.00921215,-0.00911275,-0.0092116,-0.00845734,-0.00790532,-0.00781148,-0.00755876,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.03774906,0.03316244,0.03461011,0.02715399,0.02774003,0.04555044,0.0383629,13611.0,4221.0,8047.26,3.22459132906894,1.69138315401764,246017834.8,3.05716274607755,1069.8,2758.8,2641.0,11342,0,0,0,3.71995059106252,-0.178171141997792,14684.9,13069.67,1703.41,5410.89,357.17,26.4,534.4,189.88,14.81,1110.56,-12,0.9573002754820936,0.5912320916905445,5.652855754629527e-06,0,0,-0.08823435324254661,8.993086939801877,8.347827345782498
2006,辽宁省,0.28009311,0.048088,0.012309,0.021821,0.007254,0.006705,0.044978,0.025045,0.32563598,0.25051439,0.29246202,0.18592348,0.1696886,0.41119057,0.37787487,217.69486,0.00149584,169.97573,0.00147382,197.11803,0.00148369,134.47093,0.00138263,134.86767,0.00125819,294.9318,0.00139419,243.86163,0.00154955,775,-0.00973052,-0.00960918,-0.0096636,-0.00910291,-0.00840227,-0.00916741,-0.01002524,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.04026936,0.03530477,0.0366236,0.02961133,0.02980013,0.0549879,0.05349603,14987.0,4271.0,9304.52,3.50901428236947,1.61072253055504,264916374.0,2.84717937088641,1125.5,3270.8,3135.5,13210,0,0,0,3.57740717995078,-0.204122084049268,15883.16,14211.31,1959.93,5555.04,393.53,34.89,587.76,230.73,13.1,1228.28,-11,0.9586339733398557,0.6208393941415894,5.1682408119924506e-06,0,0,0.1500104911010219,9.138255582576527,8.359603270841466
2007,辽宁省,0.2654155,0.0441,0.011066,0.02008,0.006779,0.006175,0.04795,0.023979,0.29435703,0.22112664,0.26571115,0.1719043,0.15363242,0.44429589,0.3588548,217.69486,0.00135215,169.97573,0.00130093,197.11803,0.00134798,134.47093,0.00127838,134.86767,0.00113913,294.9318,0.00150644,243.86163,0.00147155,775,-0.00893241,-0.00864426,-0.008909,-0.00851675,-0.00772047,-0.00978883,-0.00959663,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.03640129,0.03116318,0.03327372,0.02737855,0.0269804,0.05941502,0.05080335,16544.0,4298.0,11164.3,3.84923220102373,1.48186630599321,285893260.4,2.56078088550111,1331.4,4128.9,3991.1,16593,0,0,0,3.23986794305777,-0.20960331392882,17379.47,15224.32,2298.83,5893.46,442.12,38.15,693.71,224.22,14.24,1359.51,-10,0.9666254934728379,0.6748247098646034,3.950090914790896e-06,0,0,0.05223478806360605,9.320476466384022,8.365905077202456
2008,辽宁省,0.29345783,0.049011,0.012034,0.022177,0.007184,0.007615,0.048008,0.026496,0.33287323,0.24402589,0.29793171,0.18387062,0.19728558,0.44494381,0.40376938,217.69486,0.00152908,169.97573,0.00143565,197.11803,0.00151144,134.47093,0.00136736,134.86767,0.00146281,294.9318,0.00150863,243.86163,0.00165573,775,-0.00991317,-0.00939797,-0.00981633,-0.00901758,-0.00954833,-0.00980091,-0.0106025,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.04116435,0.03439035,0.03730855,0.02928437,0.03464661,0.05950167,0.05716194,17801.0,4315.0,13668.58,4.12537659327926,1.3023298689403,298107504.1,2.18096908457206,1716.0,5066.2,4715.2,20153,0,0,0,2.71728515287532,-0.197372023225369,17801.0,15347.0,2440.82,5945.19,410.49,24.99,778.42,379.66,16.21,1411.99,-9,0.9307173029094785,0.7678546149092748,3.585668738083985e-06,0,0,0.23904030548484984,9.52285504721925,8.36985260351753
2009,辽宁省,0.27578534,0.046388,0.011466,0.020751,0.00727,0.006901,0.049373,0.022884,0.31230009,0.23058744,0.2760198,0.18639732,0.17564254,0.46014259,0.33931679,217.69486,0.00143458,169.97573,0.00135659,197.11803,0.00140028,134.47093,0.00138615,134.86767,0.00130233,294.9318,0.00156017,243.86163,0.00139143,775,-0.00939201,-0.00895727,-0.00920134,-0.00912258,-0.00865217,-0.0100833,-0.00915203,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.0386202,0.03249648,0.03456462,0.02968679,0.03084574,0.06153418,0.04803734,19112.0,4341.0,15212.49,4.40267219534669,1.256336076474,320278907.1,2.10536806992149,1717.3,6035.5,5439.3,23081,0,0,0,2.66960201713366,-0.211355079742554,19112.0,16033.0,2795.19,5873.05,464.05,20.62,810.45,299.94,16.44,1488.17,-8,0.9012177947146053,0.7959653620761825,3.0493364334175403e-06,0,0,0.12131404527138827,9.629872079941418,8.375860015299594
2010,辽宁省,0.31256425,0.053863,0.013691,0.023574,0.008392,0.008206,0.04977,0.024414,0.37093375,0.28320281,0.31940838,0.21956643,0.21517012,0.46456014,0.36661415,217.69486,0.00170392,169.97573,0.00166614,197.11803,0.00162039,134.47093,0.00163282,134.86767,0.00159542,294.9318,0.00157514,243.86163,0.00150337,775,-0.01086217,-0.01065869,-0.01041116,-0.01047852,-0.01027547,-0.01016505,-0.00977197,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.04587105,0.03991152,0.03999797,0.03496951,0.03778743,0.06212493,0.05190185,20947.0,4375.0,18457.27,4.78788571428571,1.13489156305347,363871750.4,1.97142779186738,2043.2,7748.3,6435.5,28359,0,0,0,2.40850270516871,-0.181471630637306,20946.52,16908.43,3162.88,6558.91,593.17,23.34,963.9,356.43,19.02,1715.26,-7,0.8305692861659977,0.8811414522365971,2.918253891285114e-06,0,0,0.36631876894233034,9.823213609796491,8.383661798791715
2011,辽宁省,0.32118388,0.051516,0.012726,0.023096,0.00831,0.007384,0.057421,0.027736,0.35252712,0.26038652,0.31205933,0.21714475,0.19027662,0.54978159,0.42589537,217.69486,0.00161936,169.97573,0.0015319,197.11803,0.00158311,134.47093,0.00161481,134.86767,0.00141084,294.9318,0.0018641,243.86163,0.00174646,775,-0.01040558,-0.00992864,-0.01020846,-0.01038086,-0.00926014,-0.01171581,-0.01109033,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.04359482,0.03669604,0.03907768,0.03458382,0.03341572,0.07352147,0.06029433,22712.0,4379.0,22226.7,5.18657227677552,1.02183410042876,387398738.3,1.74294311931146,2469.2,9766.1,7707.1,34719,0,0,0,2.18035126729488,-0.200613614211853,22712.0,18054.0,3386.6,6705.53,706.61,27.35,1104.53,391.4,39.07,1862.0,-6,0.7891686548366288,0.9786324410003523,2.3177529727759857e-06,0,0,0.4237389063606432,10.009049547895556,8.384575666801398
2012,辽宁省,0.30927006,0.050378,0.012278,0.021676,0.00788,0.008545,0.051283,0.027106,0.34359834,0.24978282,0.29023076,0.2044305,0.22544765,0.48141783,0.41465521,217.69486,0.00157835,169.97573,0.00146952,197.11803,0.00147237,134.47093,0.00152026,134.86767,0.00167162,294.9318,0.0016323,243.86163,0.00170037,775,-0.01018252,-0.00958542,-0.00960115,-0.00986476,-0.01068828,-0.01047573,-0.01084311,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.04249065,0.03520167,0.03634419,0.03255887,0.03959234,0.06437928,0.05870305,23526.0,4375.0,24846.43,5.37737142857143,0.946856349181754,406671208.8,1.63673899550157,2674.8,11152.6,8763.5,39149,0,0,0,2.01609935715007,-0.18816550895823,23526.4,18219.0,3442.08,7000.91,780.84,35.58,1225.48,422.0,63.72,1899.88,-5,0.7857808941412765,1.0561264133299328,2.0275749876340383e-06,0,0,0.34437434180543114,10.120469359232574,8.383661798791715
2013,辽宁省,0.32427977,0.056116,0.013949,0.025977,0.008846,0.007344,0.053071,0.025039,0.3886057,0.28928768,0.3563472,0.23298292,0.18905631,0.50132847,0.37776887,217.69486,0.00178509,169.97573,0.00170194,197.11803,0.00180779,134.47093,0.00173259,134.86767,0.00140179,294.9318,0.00169981,243.86163,0.00154911,775,-0.01129658,-0.01085152,-0.01141735,-0.01101604,-0.00920977,-0.0108401,-0.01002287,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.04805643,0.04076905,0.04462363,0.03710631,0.03320142,0.0670419,0.05348103,21721.0,4365.0,27213.22,4.97617411225659,0.798178238370909,418257332.9,1.53696377312203,2883.7,11846.3,10648.0,43835,0,0,0,1.91398219724656,-0.196981155136608,21721.0,18132.77,3201.31,6480.07,658.9,29.05,1021.71,360.39,78.68,2008.46,-4,0.898846053198045,1.252852999401501,2.062086000848117e-06,1,0,0.44436234718489936,10.211458163621815,8.381373468273702
2014,辽宁省,0.34840465,0.055321,0.013148,0.025001,0.008293,0.008878,0.058436,0.031327,0.38237268,0.27036315,0.34134272,0.21665111,0.23556107,0.56109383,0.48996293,217.69486,0.00175646,169.97573,0.0015906,197.11803,0.00173167,134.47093,0.00161114,134.86767,0.00174661,294.9318,0.00190245,243.86163,0.00200918,775,-0.01114379,-0.01024925,-0.0110111,-0.01036093,-0.0110911,-0.01191813,-0.01247709,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.04728563,0.03810204,0.0427447,0.0345052,0.04136842,0.07503423,0.06936443,21803.0,4358.0,28626.58,5.00298301973382,0.761634816314069,425743311.2,1.48723078761067,3001.6,13007.9,12232.6,48635,0,0,0,1.79640226266579,-0.172105926094926,21803.38,18002.27,3296.94,6364.79,704.73,29.75,1060.16,362.91,84.0,2038.73,-3,0.9403977582853498,1.3129651882768427,1.93250468620422e-06,1,0,0.6050715568377855,10.26209093583982,8.379768515504566
2015,辽宁省,0.33136766,0.055045,0.013641,0.024929,0.008042,0.008433,0.058811,0.025279,0.38020832,0.28202449,0.34023087,0.20922732,0.22205532,0.5652657,0.38205058,217.69486,0.00174652,169.97573,0.0016592,197.11803,0.00172603,134.47093,0.00155593,134.86767,0.00164647,294.9318,0.0019166,243.86163,0.00156667,775,-0.01109063,-0.01062126,-0.01098086,-0.01006015,-0.01055242,-0.01199254,-0.01011881,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.04701798,0.03974546,0.04260546,0.03332284,0.03899659,0.07559213,0.05408719,21362.0,4338.0,28669.016,4.92438911940987,0.745124980920168,416430621.9,1.4525459189112,3109.9,13569.5,13664.6,52021,0,0,0,1.71577514742415,-0.153417089009667,21362.0,17028.08,3187.56,6439.87,826.3,29.97,1109.26,246.24,55.35,1985.0,-2,1.0070083643465124,1.3420567362606497,1.920017066508317e-06,1,0,0.4915787146862753,10.263572236697904,8.37516869138682
2016,辽宁省,0.39068394,0.061663,0.015546,0.027469,0.009033,0.009615,0.064615,0.034011,0.43212146,0.32704368,0.37927057,0.23853392,0.25789027,0.62990935,0.53785805,217.69486,0.00198499,169.97573,0.00192406,197.11803,0.00192408,134.47093,0.00177387,134.86767,0.00191217,294.9318,0.00213578,243.86163,0.00220559,775,-0.01235087,-0.01203176,-0.01203186,-0.01123674,-0.01196927,-0.01313275,-0.01349105,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.05343775,0.04608997,0.04749422,0.03799039,0.0452898,0.08423683,0.07614498,20847.0,4327.0,22246.9,4.81788768199676,0.937074378902229,397728459.4,1.78779272348057,3406.5,14527.0,15419.5,56844,0,0,0,1.62438398605541,-0.0,20847.0,16943.7,2993.06,7057.0,815.49,38.99,1008.72,305.07,50.63,2037.4,-1,1.061437323604323,1.0671511488463568,2.7717569638915985e-06,1,0,0.8867173631831511,10.009957952044942,8.372629740224884
2017,辽宁省,0.37446203,0.059264,0.01506,0.026809,0.008422,0.008973,0.06223,0.033554,0.41329914,0.31556378,0.36912916,0.22044842,0.23842458,0.60334259,0.52970085,217.69486,0.00189853,169.97573,0.00185652,197.11803,0.00187263,134.47093,0.00163938,134.86767,0.00176784,294.9318,0.0020457,243.86163,0.00217214,775,-0.01189745,-0.01167576,-0.01176089,-0.01051404,-0.01120457,-0.01266702,-0.01331964,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.05111011,0.04447212,0.04622426,0.03510998,0.0418713,0.0806841,0.07499015,21365.0,4312.0,23409.24,4.95477736549165,0.912673798893087,409828924.3,1.75071435168335,3529.0,15713.9,17992.2,63169,1,0,0,1.56738551218677,-0.0,21365.0,17587.17,3089.27,7133.87,792.1,44.37,1032.56,304.99,62.05,2135.5,0,1.1449862860270208,1.0956817224432485,2.5316498955113448e-06,1,0,0.7786542211007758,10.060886095199315,8.369157112588834
2018,辽宁省,0.36600996,0.061864,0.015579,0.028414,0.009305,0.008567,0.05981,0.027938,0.43369975,0.32783265,0.39379002,0.24656542,0.22611417,0.57638903,0.42950175,217.69486,0.00199224,169.97573,0.0019287,197.11803,0.00199774,134.47093,0.0018336,134.86767,0.00167656,294.9318,0.00195431,243.86163,0.00176125,775,-0.01238872,-0.01205614,-0.01241742,-0.01155436,-0.01071493,-0.01219045,-0.01116938,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.05363293,0.04620116,0.04931242,0.03926954,0.03970939,0.07707964,0.06080489,22321.0,4291.0,25315.35,5.20181775809835,0.881718009034045,433325651.3,1.71171108161649,3548.2,17573.9,20899.9,71097,1,0,0,1.51591455826218,-0.0,22321.0,17904.4,3279.64,8202.5,856.85,51.48,1040.93,216.88,73.16,2302.38,1,1.1892579336402278,1.1341494556695488,2.443734730114338e-06,1,1,0.7223502938012051,10.139166210103417,8.364275084991524
2019,辽宁省,0.4019117,0.0635,0.016474,0.028358,0.008552,0.010116,0.068663,0.033304,0.44652667,0.34898765,0.39293123,0.22430481,0.2730687,0.67500271,0.5252391,217.69486,0.00205116,169.97573,0.00205316,197.11803,0.00199338,134.47093,0.00166805,134.86767,0.00202472,294.9318,0.00228867,243.86163,0.00215384,775,-0.01269534,-0.01270573,-0.01239469,-0.01066904,-0.01255795,-0.01391464,-0.01322566,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.05521915,0.04918251,0.04920488,0.03572418,0.04795538,0.0902671,0.0743585,23749.0,4277.0,24909.45,5.55272387187281,0.953413262837999,444688060.5,1.78521830269235,3809.4,18723.0,22896.5,76712,1,0,0,1.5000536746505,-0.0,23749.0,18710.78,3348.65,9894.5,880.13,52.78,1044.87,221.12,75.01,2401.47,2,1.2229076536879773,1.0488631100256853,2.5492333230962547e-06,1,1,0.9615117014667939,10.123002528526321,8.361007108226909
2020,辽宁省,0.43045344,0.071944,0.019148,0.032004,0.011166,0.009626,0.069008,0.031012,0.51276369,0.41220459,0.44896929,0.30158504,0.25821762,0.67883891,0.48434863,217.69486,0.00235542,169.97573,0.00242508,197.11803,0.00227767,134.47093,0.00224275,134.86767,0.0019146,294.9318,0.00230168,243.86163,0.00198616,775,-0.01425275,-0.01460356,-0.0138587,-0.01368091,-0.01198204,-0.01398068,-0.01235701,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.06341027,0.05809162,0.05622225,0.0480323,0.04534729,0.09078011,0.06856961,24849.5,4255.49,25114.96,5.83939804816837,0.98943020414924,441199546.3,1.75672008356772,4133.2,15933.8,22937.6,73687,1,0,0,1.47141701078949,-0.0,24849.5,19068.0,3496.78,10289.53,797.39,33.51,1007.1,212.76,72.7,2423.0,3,1.4395561636270067,1.0106827099136804,2.864587480927702e-06,1,1,1.1516440659601375,10.131218963509175,8.355965193014125
2021,辽宁省,0.4336234,0.070805,0.018337,0.033071,0.01161,0.007788,0.070671,0.035027,0.50383206,0.39302687,0.46537048,0.31469772,0.20251087,0.69736426,0.55597767,217.69486,0.0023144,169.97573,0.00231225,197.11803,0.00236087,134.47093,0.00234027,134.86767,0.00150155,294.9318,0.00236449,243.86163,0.00227989,775,-0.01404516,-0.01403429,-0.01428026,-0.01417614,-0.00976198,-0.01429854,-0.01387,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.06230575,0.05538892,0.05827609,0.05012071,0.03556426,0.09325747,0.07871018,24930.8,4229.0,27584.1,5.89519981082998,0.903810528529116,465108490.6,1.68614705790655,4635.2,19332.1,26123.9,86551,1,0,0,1.36781889095748,-0.0,24930.8,16403.27,3405.54,10412.73,824.65,34.48,1059.73,178.24,81.27,2576.0,4,1.3513224119469691,1.1064265887977922,2.5668772952534253e-06,1,1,1.1727609281468618,10.224994798746872,8.34972083747249
